5	LAK820,3	U+12550,3
5	LAK820,4	U+12550,4
5	LAK821,1	U+12562
5	LAK821,2	U+12562,1
5	LAK822,1	U+1256B
5	LAK822,2	U+1256B,1
5	LAK823,1	U+12574
5	LAK823,2	U+12574,1
1	LAK824	U+F002B
5	LAK825,1	U+12579
5	LAK825,2	U+12579,1
5	LAK826,1	U+12582
5	LAK826,2	U+12582,1
3	LAK827,1	U+F0033
4	LAK827,2	U+F0035
1	LAK828	U+122B9,1
5	LAK829,1	U+12593
5	LAK829,2	U+12593,1
5	LAK830,1	U+12594
5	LAK830,2	U+12594,1
5	LAK831,1	U+12595
5	LAK831,2	U+12595,1
5	LAK832,1	U+12596
5	LAK832,2	U+12596,1
5	LAK833,1	U+12597
5	LAK833,2	U+12597,1
5	LAK834,1	U+12559
5	LAK834,2	U+12559,1
3	LAK835,1	U+1255A
4	LAK835,2	U+12456
3	LAK836,1	U+1255B
4	LAK836,2	U+F0049
4	LAK836,3	U+12457
3	LAK837,1	U+1255C
4	LAK837,2	U+12409
1	LAK838	U+12593,2
5	LAK839,1	U+12550,5
5	LAK839,2	U+12550,6
5	LAK840,1	U+12562,2
5	LAK840,2	U+12562,3
5	LAK841,1	U+12415
5	LAK841,2	U+12415,1
5	LAK842,1	U+1241E
5	LAK842,2	U+1241E,1
5	LAK842,3	U+1241E,2
1	LAK843	U+12126,1
5	LAK844,1	U+12579,2
5	LAK844,2	U+12579,3
1	LAK845	U+F002B,1
1	LAK846	U+12136
1	LAK847	U+F003D
1	LAK848	U+F003E
1	LAK849	U+F003F
1	LAK850	U+F0040
1	LAK851	U+122B9,2
3	LAK852,1	U+12587
4	LAK852,2	U+1245F
3	LAK853,1	U+12589
4	LAK853,2	U+12460
3	LAK854,1	U+12559,2
4	LAK854,2	U+12079
3	LAK855,1	U+12550,7
4	LAK855,2	U+12038,1
1	LAK856	U+1258C
5	LAK857,1	U+12562,4
5	LAK857,2	U+12562,5
3	LAK858,1	U+1258E
4	LAK858,2	U+12434,1
5	LAK859,1	U+122B9,3
5	LAK859,2	U+122B9,4
5	LAK860,1	U+12136,1
5	LAK860,2	U+12136,2
5	LAK861,1	U+F0033,1
5	LAK861,2	U+F0033,2
1	LAK862	U+F003D,1
1	LAK863	U+F003E,1
1	LAK864	U+F003F,1
1	LAK865	U+F0040,1
1	LAK866	U+122B9,5
1	LAK867	U+121F2,1
1	LAK868	U+F2009
1	LAK869	U+12598,1
1	LAK870	U+12599,1
