BAU225	o0002674	2413	24363	|ZU.AB|	x1236A.x1200A	𒍪𒀊						
BAU226	o0000531	2414	18050	SU	U+122E2	𒋢						
BAU226	o0000531	2414	18050	SU	U+122E2	𒋢						
BAU227		2415	0								
BAU228	o0000518	2416	16439	SAG	U+12295	𒊕						
BAU228	o0000518	2416	16439	SAG	U+12295	𒊕						
BAU229	o0000519	2417	16493	SAG@g	U+122A8	𒊨						
BAU230		2418	0								
BAU231	o0001627	2419	8246	|KA×GAR|	U+12165	𒅥						
BAU232	o0001611	2420	8209	|KA×A|	U+12158	𒅘						
BAU233	o0000260	2421	8176	KA	U+12157	𒅗						
BAU233	o0000260	2421	8176	KA	U+12157	𒅗						
BAU233	o0000260	2421	8176	KA	U+12157	𒅗						
BAU234	o0001626	2422	8243	|KA×GAN₂@t|	U+12164	𒅤						
BAU234	o0001626	2422	8243	|KA×GAN₂@t|	U+12164	𒅤						
BAU234	o0001626	2422	8243	|KA×GAN₂@t|	U+12164	𒅤						
BAU234	o0000521	2422	16498	SAG@n@g	U+F0050	󰁐						
BAU235	o0001655	2423	8309	|KA×SAR|	U+1217F	𒅿						
BAU235	o0027525	2423	16478	|SAG×SAR|								
BAU236	o0000439	2424	11721	LU₂	U+121FD	𒇽						
BAU237	o0001967	2425	11754	|LU₂×BAD|	U+121FF	𒇿						
BAU238	o0000355	2426	10830	LAK343	U+124EA	𒓪						
BAU239	o0000564	2427	22149	UB	U+12312	𒌒						
BAU240	o0000247	2428	7686	IGI	U+12146	𒅆						
BAU241	o0001499	2429	7705	|IGI.IGI|	x12146.x12146	𒅆𒅆						
BAU242	o0027209	2430	7690	|IGI.BUR|	x12146.x12053	𒅆𒁓						
BAU243	o0001511	2431	7725	|IGI.RU|	x12146.x12292	𒅆𒊒						
BAU244	o0001495	2432	7698	|IGI.EŠ₂|	x12146.x120A0	𒅆𒂠						
BAU244	o0001495	2432	7698	|IGI.EŠ₂|	x12146.x120A0	𒅆𒂠						
BAU245	o0000248	2433	7739	IGI@g	U+1214A	𒅊						
BAU246		2434	0								
BAU247	o0000502	2435	14550	PI	U+1227F	𒉿						
BAU248	o0000175	2436	4575	ERIN₂	U+1209F	𒂟						
BAU249	o0000466	2437	12536	MUŠ₃	U+12239	𒈹						
BAU250		2438	0								
BAU251	o0000204	2439	5340	GAR₃	U+120FC	𒃼						
BAU252	o0000120	2440	2117	BAR	U+12047	𒁇						
BAU253		2441	0								
BAU254		2442	0								
BAU255	o0000210	2443	5933	GI	U+12100	𒄀						
BAU256	o0027204	2444	5946	|GI&GI|								
BAU257	o0000219	2445	5951	GI₄	U+12104	𒄄						
BAU258	o0000609	2446	24247	ZI	U+12363	𒍣						
BAU259	o0002666	2447	24253	|ZI&ZI|	U+12364	𒍤						
BAU259	o0002666	2447	24253	|ZI&ZI|	U+12364	𒍤						
BAU259	o0002666	2447	24253	|ZI&ZI|	U+12364	𒍤						
BAU260	o0000244	2448	7632	IB	U+12141	𒅁						
BAU261	o0000306	2449	10236	LAGAB	U+121B8	𒆸						
BAU262	o0027187	2450	10322	|LAGAB×SI|								
BAU263	o0001814	2451	10286	|LAGAB×HAL|	U+121C9	𒇉						
BAU263	o0001814	2451	10286	|LAGAB×HAL|	U+121C9	𒇉						
BAU264	o0000140	2452	3221	DIB	U+12073	𒁳						
BAU265	o0001778	2453	10279	|LAGAB×(GUD&GUD)|	U+121C7	𒇇						
BAU266	o0000529	2454	16967	SIK₂	U+122E0	𒋠						
BAU267	o0001838	2455	10346	|LAGAB×U|	U+121E5	𒇥						
BAU268	o0027185	2456	10255	|LAGAB×AŠ@c|								
BAU268	o0027185	2456	10255	|LAGAB×AŠ@c|								
BAU269	o0027509	2457	2457	BAU269								
BAU270		2458	0								
BAU271	o0001800	2459	10242	|LAGAB×A|	U+121B9	𒆹						
BAU272	o0000433	2460	11707	LU	U+121FB	𒇻						
BAU273	o0000510	2461	15143	RA	U+1228F	𒊏						
BAU274	o0001909	2462	11713	|LU.HUL₂|	x121FB.x1213E	𒇻𒄾						
BAU275	o0000594	2463	23084	UZ₃	U+1235A	𒍚						
BAU276	o0021461	2464	11324	LAK779								
BAU276	o0000594	2464	23084	UZ₃	U+1235A	𒍚						
BAU277	o0000440	2465	11804	LU₂@s	U+12215	𒈕						
BAU278	o0001321	2466	5030	|GA₂×PA|	U+120E2	𒃢						
BAU278	o0001321	2466	5030	|GA₂×PA|	U+120E2	𒃢						
BAU279	o0002456	2467	20505	|U.GAN|	x1230B.x120F6	𒌋𒃶						
BAU280	o0000160	2468	3602	DUN₃	U+12085	𒂅						
BAU281	o0000240	2469	7147	HUB₂	U+12138	𒄸						
BAU282	o0001475	2470	7151	|HUB₂×KASKAL|	U+1213B	𒄻						
BAU283	o0000558	2471	20268	TUK	U+12307	𒌇						
BAU284	o0000576	2472	22598	UR	U+12328	𒌨						
BAU285	o0000588	2473	22655	UR₄	U+12334	𒌴						
BAU286	o0027173	2474	10209	LA@n								
BAU287	o0000305	2475	10206	LA	U+121B7	𒆷						
BAU288	o0000443	2476	11811	LU₃	U+12216	𒈖						
BAU289	o0000453	2477	12095	ME	U+12228	𒈨						
BAU290		2478	0								
BAU291	o0000134	2479	3066	DAM	U+1206E	𒁮						
BAU292	o0000422	2480	11432	LAL	U+121F2	𒇲						
BAU293	o0001896	2481	11455	|LAL₂.LAGAB|	x121F3.x121B8	𒇳𒆸						
BAU294		2482	0								
BAU295		2483	0								
BAU296	o0000173	2484	4367	EN	U+12097	𒂗						
BAU297	o0000153	2485	3450	DUB	U+1207E	𒁾						
BAU298	o0000177	2486	4787	EZEN	U+120A1	𒂡						
BAU298	o0000177	2486	4787	EZEN	U+120A1	𒂡						
BAU298	o0000177	2486	4787	EZEN	U+120A1	𒂡						
BAU298	o0000177	2486	4787	EZEN	U+120A1	𒂡						
BAU299	o0001111	2487	4811	|EZEN×KASKAL|	U+120AC	𒂬						
BAU300	o0000403	2488	11127	LAK617	U+12501	𒔁						
BAU301	o0001865	2489	11128	|LAK617×AŠ|	U+12502	𒔂						
